Commodity,date,Year,month_num,export_value,import_value
315110 Hosiery And Socks,2015-08-01,2015,8,25351577,279758723
315110 Hosiery And Socks,2015-09-01,2015,9,20710341,273439010
315110 Hosiery And Socks,2015-10-01,2015,10,21525089,236074542
315110 Hosiery And Socks,2015-11-01,2015,11,21597635,179738002
315110 Hosiery And Socks,2015-12-01,2015,12,17976420,164643391
315110 Hosiery And Socks,2016-01-01,2016,1,18483025,177995282
315110 Hosiery And Socks,2016-02-01,2016,2,17447228,167033655
315110 Hosiery And Socks,2016-03-01,2016,3,17213780,116469008
315110 Hosiery And Socks,2016-04-01,2016,4,14280572,125037265
315110 Hosiery And Socks,2016-05-01,2016,5,16955107,176096894
315110 Hosiery And Socks,2016-06-01,2016,6,17326481,204055783
315110 Hosiery And Socks,2016-07-01,2016,7,19836011,225757135
315110 Hosiery And Socks,2016-08-01,2016,8,20123644,234088304
315110 Hosiery And Socks,2016-09-01,2016,9,16823852,206877329
315110 Hosiery And Socks,2016-10-01,2016,10,22330841,221352336
315110 Hosiery And Socks,2016-11-01,2016,11,21633575,167894165
315110 Hosiery And Socks,2016-12-01,2016,12,17452011,151258657
315110 Hosiery And Socks,2017-01-01,2017,1,14359952,176469729
315110 Hosiery And Socks,2017-02-01,2017,2,16583991,152236893
315110 Hosiery And Socks,2017-03-01,2017,3,19266934,117104863
315110 Hosiery And Socks,2017-04-01,2017,4,16360561,131206191
315110 Hosiery And Socks,2017-05-01,2017,5,17526023,185561862
315110 Hosiery And Socks,2017-06-01,2017,6,20839518,203175575
315110 Hosiery And Socks,2017-07-01,2017,7,18720521,212746047
315110 Hosiery And Socks,2017-08-01,2017,8,21565445,231361460
315110 Hosiery And Socks,2017-09-01,2017,9,20344298,240092253
315110 Hosiery And Socks,2017-10-01,2017,10,22827433,220010433
315110 Hosiery And Socks,2017-11-01,2017,11,20749130,183606582
315110 Hosiery And Socks,2017-12-01,2017,12,17149667,157933094
315110 Hosiery And Socks,2018-01-01,2018,1,16633633,169392650
315110 Hosiery And Socks,2018-02-01,2018,2,18466674,159843640
315110 Hosiery And Socks,2018-03-01,2018,3,17649165,127511499
315110 Hosiery And Socks,2018-04-01,2018,4,15652893,124490109
315110 Hosiery And Socks,2018-05-01,2018,5,17742891,176992634
315110 Hosiery And Socks,2018-06-01,2018,6,21562557,202140980
315110 Hosiery And Socks,2018-07-01,2018,7,17999395,235878812
315110 Hosiery And Socks,2018-08-01,2018,8,20931334,235759987
315110 Hosiery And Socks,2018-09-01,2018,9,18517848,249719373
315110 Hosiery And Socks,2018-10-01,2018,10,22307513,253302449
315110 Hosiery And Socks,2018-11-01,2018,11,19780477,183173918
315110 Hosiery And Socks,2018-12-01,2018,12,15207979,181584192
315110 Hosiery And Socks,2019-01-01,2019,1,14287750,194186150
315110 Hosiery And Socks,2019-02-01,2019,2,15608058,167099958
315110 Hosiery And Socks,2019-03-01,2019,3,17488244,120880536
315110 Hosiery And Socks,2019-04-01,2019,4,16979685,140394528
315110 Hosiery And Socks,2019-05-01,2019,5,17306361,204582642
315110 Hosiery And Socks,2019-06-01,2019,6,17283345,198998226
315110 Hosiery And Socks,2019-07-01,2019,7,15489808,266373119
315110 Hosiery And Socks,2019-08-01,2019,8,18643278,261162417
315110 Hosiery And Socks,2019-09-01,2019,9,14829573,252142585
315110 Hosiery And Socks,2019-10-01,2019,10,16197836,210903443
315110 Hosiery And Socks,2019-11-01,2019,11,14782106,167702007
315110 Hosiery And Socks,2019-12-01,2019,12,12242675,158115043
315110 Hosiery And Socks,2020-01-01,2020,1,11884976,158300738
315110 Hosiery And Socks,2020-02-01,2020,2,11526317,147248049
315110 Hosiery And Socks,2020-03-01,2020,3,12120910,86289333
315110 Hosiery And Socks,2020-04-01,2020,4,4036865,71907030
315110 Hosiery And Socks,2020-05-01,2020,5,4075512,76890284
315110 Hosiery And Socks,2020-06-01,2020,6,6522079,137000609
315110 Hosiery And Socks,2020-07-01,2020,7,8301691,196166295
315110 Hosiery And Socks,2020-08-01,2020,8,11190879,232439438
315110 Hosiery And Socks,2020-09-01,2020,9,12754649,242367215
315110 Hosiery And Socks,2020-10-01,2020,10,14246788,256741673
315110 Hosiery And Socks,2020-11-01,2020,11,11274118,175736321
315110 Hosiery And Socks,2020-12-01,2020,12,11075837,151909534
315110 Hosiery And Socks,2021-01-01,2021,1,8485557,147012552
315110 Hosiery And Socks,2021-02-01,2021,2,8401871,139646327
315110 Hosiery And Socks,2021-03-01,2021,3,13152375,167290871
315110 Hosiery And Socks,2021-04-01,2021,4,8971332,139227585
315110 Hosiery And Socks,2021-05-01,2021,5,7693052,160061468
315110 Hosiery And Socks,2021-06-01,2021,6,9839439,221932310
315110 Hosiery And Socks,2021-07-01,2021,7,10217024,229846450
315110 Hosiery And Socks,2021-08-01,2021,8,12430806,275771129
315110 Hosiery And Socks,2021-09-01,2021,9,13209066,281100058
315110 Hosiery And Socks,2021-10-01,2021,10,15197223,276433732
315110 Hosiery And Socks,2021-11-01,2021,11,12017094,271104704
315110 Hosiery And Socks,2021-12-01,2021,12,11139936,223151515
315110 Hosiery And Socks,2022-01-01,2022,1,8005619,204884291
315110 Hosiery And Socks,2022-02-01,2022,2,9558288,200716884
315110 Hosiery And Socks,2022-03-01,2022,3,15032042,212029463
315110 Hosiery And Socks,2022-04-01,2022,4,11533501,180268306
315110 Hosiery And Socks,2022-05-01,2022,5,9764968,229091219
315110 Hosiery And Socks,2022-06-01,2022,6,10762502,234812156
315110 Hosiery And Socks,2022-07-01,2022,7,14774223,308476600
315110 Hosiery And Socks,2022-08-01,2022,8,19258988,311336756
315110 Hosiery And Socks,2022-09-01,2022,9,15529592,245013222
315110 Hosiery And Socks,2022-10-01,2022,10,15767261,193019565
315110 Hosiery And Socks,2022-11-01,2022,11,13956621,140710510
315110 Hosiery And Socks,2022-12-01,2022,12,9534095,130301756
31522 Men S/boys Apparel,2015-01-01,2015,1,127799188,2280162770
31522 Men S/boys Apparel,2015-02-01,2015,2,133872339,2223194788
31522 Men S/boys Apparel,2015-03-01,2015,3,154227070,2541967703
31522 Men S/boys Apparel,2015-04-01,2015,4,150593395,2231879899
31522 Men S/boys Apparel,2015-05-01,2015,5,147513263,2300797761
31522 Men S/boys Apparel,2015-06-01,2015,6,160487748,2837865710
31522 Men S/boys Apparel,2015-07-01,2015,7,164450422,3190542174
31522 Men S/boys Apparel,2015-08-01,2015,8,169621992,3263715437
31522 Men S/boys Apparel,2015-09-01,2015,9,157061564,3107981880
31522 Men S/boys Apparel,2015-10-01,2015,10,182658993,2983382326
31522 Men S/boys Apparel,2015-11-01,2015,11,161603481,2294532790
31522 Men S/boys Apparel,2015-12-01,2015,12,156675595,2279721114
31522 Men S/boys Apparel,2016-01-01,2016,1,131944305,2337345181
31522 Men S/boys Apparel,2016-02-01,2016,2,136708568,2466468682
31522 Men S/boys Apparel,2016-03-01,2016,3,174583786,2112851672
31522 Men S/boys Apparel,2016-04-01,2016,4,146694854,2070130164
31522 Men S/boys Apparel,2016-05-01,2016,5,151429657,2290340394
31522 Men S/boys Apparel,2016-06-01,2016,6,168081560,2650025263
31522 Men S/boys Apparel,2016-07-01,2016,7,150075083,2956563679
31522 Men S/boys Apparel,2016-08-01,2016,8,152206047,3085999663
31522 Men S/boys Apparel,2016-09-01,2016,9,153323684,2772675126
31522 Men S/boys Apparel,2016-10-01,2016,10,156437038,2677968695
31522 Men S/boys Apparel,2016-11-01,2016,11,150214432,2186870873
31522 Men S/boys Apparel,2016-12-01,2016,12,133502622,2058623633
31522 Men S/boys Apparel,2017-01-01,2017,1,132205819,2309449174
31522 Men S/boys Apparel,2017-02-01,2017,2,133620115,2224808992
31522 Men S/boys Apparel,2017-03-01,2017,3,159766981,2141173544
31522 Men S/boys Apparel,2017-04-01,2017,4,140627416,1994195587
31522 Men S/boys Apparel,2017-05-01,2017,5,145981921,2253827481
31522 Men S/boys Apparel,2017-06-01,2017,6,145255978,2473770680
31522 Men S/boys Apparel,2017-07-01,2017,7,144454161,2849937204
31522 Men S/boys Apparel,2017-08-01,2017,8,163615293,3076133312
31522 Men S/boys Apparel,2017-09-01,2017,9,155278476,2828322464
31522 Men S/boys Apparel,2017-10-01,2017,10,167273698,2851861418
31522 Men S/boys Apparel,2017-11-01,2017,11,166013805,2354803551
31522 Men S/boys Apparel,2017-12-01,2017,12,142732263,2041386537
31522 Men S/boys Apparel,2018-01-01,2018,1,126155503,2525310867
31522 Men S/boys Apparel,2018-02-01,2018,2,142593583,2345574423
31522 Men S/boys Apparel,2018-03-01,2018,3,169474184,2193333596
31522 Men S/boys Apparel,2018-04-01,2018,4,139973773,2213156687
31522 Men S/boys Apparel,2018-05-01,2018,5,162703356,2441216971
31522 Men S/boys Apparel,2018-06-01,2018,6,147197616,2586614454
31522 Men S/boys Apparel,2018-07-01,2018,7,165010895,3132590047
31522 Men S/boys Apparel,2018-08-01,2018,8,178552608,3228712483
31522 Men S/boys Apparel,2018-09-01,2018,9,165217397,3078479503
31522 Men S/boys Apparel,2018-10-01,2018,10,194902381,3255767248
31522 Men S/boys Apparel,2018-11-01,2018,11,176521483,2410666922
31522 Men S/boys Apparel,2018-12-01,2018,12,152046712,2291447626
31522 Men S/boys Apparel,2019-01-01,2019,1,132832195,2742379529
31522 Men S/boys Apparel,2019-02-01,2019,2,168307475,2458940844
31522 Men S/boys Apparel,2019-03-01,2019,3,174050148,2455507181
31522 Men S/boys Apparel,2019-04-01,2019,4,182055857,2386680944
31522 Men S/boys Apparel,2019-05-01,2019,5,154041462,2665011818
31522 Men S/boys Apparel,2019-06-01,2019,6,165100996,2790109886
31522 Men S/boys Apparel,2019-07-01,2019,7,187731443,3463773113
31522 Men S/boys Apparel,2019-08-01,2019,8,190037667,3320367658
31522 Men S/boys Apparel,2019-09-01,2019,9,174298106,3066087502
31522 Men S/boys Apparel,2019-10-01,2019,10,194465414,3038990193
31522 Men S/boys Apparel,2019-11-01,2019,11,178008562,2269717723
31522 Men S/boys Apparel,2019-12-01,2019,12,149265419,2270302082
31522 Men S/boys Apparel,2020-01-01,2020,1,154040437,2529543254
31522 Men S/boys Apparel,2020-02-01,2020,2,151062909,2253095191
31522 Men S/boys Apparel,2020-03-01,2020,3,132548395,2078676242
31522 Men S/boys Apparel,2020-04-01,2020,4,68386755,1363407701
31522 Men S/boys Apparel,2020-05-01,2020,5,78160300,863613542
31522 Men S/boys Apparel,2020-06-01,2020,6,116263969,1311249698
31522 Men S/boys Apparel,2020-07-01,2020,7,137482399,2088345447
31522 Men S/boys Apparel,2020-08-01,2020,8,155820250,2451176072
31522 Men S/boys Apparel,2020-09-01,2020,9,165410381,2515881469
31522 Men S/boys Apparel,2020-10-01,2020,10,172599324,2618740621
31522 Men S/boys Apparel,2020-11-01,2020,11,160225129,1978441876
31522 Men S/boys Apparel,2020-12-01,2020,12,148931773,1805506338
31522 Men S/boys Apparel,2021-01-01,2021,1,125025872,2020112419
31522 Men S/boys Apparel,2021-02-01,2021,2,125961757,1966293409
31522 Men S/boys Apparel,2021-03-01,2021,3,173882265,2392336979
31522 Men S/boys Apparel,2021-04-01,2021,4,164673064,2132759937
31522 Men S/boys Apparel,2021-05-01,2021,5,145823133,2428361916
31522 Men S/boys Apparel,2021-06-01,2021,6,153433675,2467935496
31522 Men S/boys Apparel,2021-07-01,2021,7,161484365,2754930439
31522 Men S/boys Apparel,2021-08-01,2021,8,174894321,3138610927
31522 Men S/boys Apparel,2021-09-01,2021,9,172761129,3188635966
31522 Men S/boys Apparel,2021-10-01,2021,10,187883647,3310924107
31522 Men S/boys Apparel,2021-11-01,2021,11,179505238,3002647777
31522 Men S/boys Apparel,2021-12-01,2021,12,179760383,2918739308
31522 Men S/boys Apparel,2022-01-01,2022,1,161961185,2829068498
31522 Men S/boys Apparel,2022-02-01,2022,2,155958108,2879412649
31522 Men S/boys Apparel,2022-03-01,2022,3,191610948,3639396275
31522 Men S/boys Apparel,2022-04-01,2022,4,171291362,3190239482
31522 Men S/boys Apparel,2022-05-01,2022,5,192993642,3504896848
31522 Men S/boys Apparel,2022-06-01,2022,6,201108248,3633287011
31522 Men S/boys Apparel,2022-07-01,2022,7,190596418,3900547738
31522 Men S/boys Apparel,2022-08-01,2022,8,229692027,4249915825
31522 Men S/boys Apparel,2022-09-01,2022,9,196591259,4109035993
31522 Men S/boys Apparel,2022-10-01,2022,10,212824515,3650325362
31522 Men S/boys Apparel,2022-11-01,2022,11,192208751,2871863697
31522 Men S/boys Apparel,2022-12-01,2022,12,175927121,2857138283
315220 Men's And Boys' Cut And Sew Apparel,2015-01-01,2015,1,127799188,2280162770
315220 Men's And Boys' Cut And Sew Apparel,2015-02-01,2015,2,133872339,2223194788
315220 Men's And Boys' Cut And Sew Apparel,2015-03-01,2015,3,154227070,2541967703
315220 Men's And Boys' Cut And Sew Apparel,2015-04-01,2015,4,150593395,2231879899
315220 Men's And Boys' Cut And Sew Apparel,2015-05-01,2015,5,147513263,2300797761
315220 Men's And Boys' Cut And Sew Apparel,2015-06-01,2015,6,160487748,2837865710
315220 Men's And Boys' Cut And Sew Apparel,2015-07-01,2015,7,164450422,3190542174
315220 Men's And Boys' Cut And Sew Apparel,2015-08-01,2015,8,169621992,3263715437
315220 Men's And Boys' Cut And Sew Apparel,2015-09-01,2015,9,157061564,3107981880
315220 Men's And Boys' Cut And Sew Apparel,2015-10-01,2015,10,182658993,2983382326
315220 Men's And Boys' Cut And Sew Apparel,2015-11-01,2015,11,161603481,2294532790
315220 Men's And Boys' Cut And Sew Apparel,2015-12-01,2015,12,156675595,2279721114
315220 Men's And Boys' Cut And Sew Apparel,2016-01-01,2016,1,131944305,2337345181
315220 Men's And Boys' Cut And Sew Apparel,2016-02-01,2016,2,136708568,2466468682
315220 Men's And Boys' Cut And Sew Apparel,2016-03-01,2016,3,174583786,2112851672
315220 Men's And Boys' Cut And Sew Apparel,2016-04-01,2016,4,146694854,2070130164
315220 Men's And Boys' Cut And Sew Apparel,2016-05-01,2016,5,151429657,2290340394
315220 Men's And Boys' Cut And Sew Apparel,2016-06-01,2016,6,168081560,2650025263
315220 Men's And Boys' Cut And Sew Apparel,2016-07-01,2016,7,150075083,2956563679
315220 Men's And Boys' Cut And Sew Apparel,2016-08-01,2016,8,152206047,3085999663
315220 Men's And Boys' Cut And Sew Apparel,2016-09-01,2016,9,153323684,2772675126
315220 Men's And Boys' Cut And Sew Apparel,2016-10-01,2016,10,156437038,2677968695
315220 Men's And Boys' Cut And Sew Apparel,2016-11-01,2016,11,150214432,2186870873
315220 Men's And Boys' Cut And Sew Apparel,2016-12-01,2016,12,133502622,2058623633
315220 Men's And Boys' Cut And Sew Apparel,2017-01-01,2017,1,132205819,2309449174
315220 Men's And Boys' Cut And Sew Apparel,2017-02-01,2017,2,133620115,2224808992
315220 Men's And Boys' Cut And Sew Apparel,2017-03-01,2017,3,159766981,2141173544
315220 Men's And Boys' Cut And Sew Apparel,2017-04-01,2017,4,140627416,1994195587
315220 Men's And Boys' Cut And Sew Apparel,2017-05-01,2017,5,145981921,2253827481
315220 Men's And Boys' Cut And Sew Apparel,2017-06-01,2017,6,145255978,2473770680
315220 Men's And Boys' Cut And Sew Apparel,2017-07-01,2017,7,144454161,2849937204
315220 Men's And Boys' Cut And Sew Apparel,2017-08-01,2017,8,163615293,3076133312
315220 Men's And Boys' Cut And Sew Apparel,2017-09-01,2017,9,155278476,2828322464
315220 Men's And Boys' Cut And Sew Apparel,2017-10-01,2017,10,167273698,2851861418
315220 Men's And Boys' Cut And Sew Apparel,2017-11-01,2017,11,166013805,2354803551
315220 Men's And Boys' Cut And Sew Apparel,2017-12-01,2017,12,142732263,2041386537
315220 Men's And Boys' Cut And Sew Apparel,2018-01-01,2018,1,126155503,2525310867
315220 Men's And Boys' Cut And Sew Apparel,2018-02-01,2018,2,142593583,2345574423
315220 Men's And Boys' Cut And Sew Apparel,2018-03-01,2018,3,169474184,2193333596
315220 Men's And Boys' Cut And Sew Apparel,2018-04-01,2018,4,139973773,2213156687
315220 Men's And Boys' Cut And Sew Apparel,2018-05-01,2018,5,162703356,2441216971
315220 Men's And Boys' Cut And Sew Apparel,2018-06-01,2018,6,147197616,2586614454
315220 Men's And Boys' Cut And Sew Apparel,2018-07-01,2018,7,165010895,3132590047
315220 Men's And Boys' Cut And Sew Apparel,2018-08-01,2018,8,178552608,3228712483
315220 Men's And Boys' Cut And Sew Apparel,2018-09-01,2018,9,165217397,3078479503
315220 Men's And Boys' Cut And Sew Apparel,2018-10-01,2018,10,194902381,3255767248
315220 Men's And Boys' Cut And Sew Apparel,2018-11-01,2018,11,176521483,2410666922
315220 Men's And Boys' Cut And Sew Apparel,2018-12-01,2018,12,152046712,2291447626
315220 Men's And Boys' Cut And Sew Apparel,2019-01-01,2019,1,132832195,2742379529
315220 Men's And Boys' Cut And Sew Apparel,2019-02-01,2019,2,168307475,2458940844
315220 Men's And Boys' Cut And Sew Apparel,2019-03-01,2019,3,174050148,2455507181
315220 Men's And Boys' Cut And Sew Apparel,2019-04-01,2019,4,182055857,2386680944
315220 Men's And Boys' Cut And Sew Apparel,2019-05-01,2019,5,154041462,2665011818
315220 Men's And Boys' Cut And Sew Apparel,2019-06-01,2019,6,165100996,2790109886
315220 Men's And Boys' Cut And Sew Apparel,2019-07-01,2019,7,187731443,3463773113
315220 Men's And Boys' Cut And Sew Apparel,2019-08-01,2019,8,190037667,3320367658
315220 Men's And Boys' Cut And Sew Apparel,2019-09-01,2019,9,174298106,3066087502
315220 Men's And Boys' Cut And Sew Apparel,2019-10-01,2019,10,194465414,3038990193
315220 Men's And Boys' Cut And Sew Apparel,2019-11-01,2019,11,178008562,2269717723
315220 Men's And Boys' Cut And Sew Apparel,2019-12-01,2019,12,149265419,2270302082
315220 Men's And Boys' Cut And Sew Apparel,2020-01-01,2020,1,154040437,2529543254
315220 Men's And Boys' Cut And Sew Apparel,2020-02-01,2020,2,151062909,2253095191
315220 Men's And Boys' Cut And Sew Apparel,2020-03-01,2020,3,132548395,2078676242
315220 Men's And Boys' Cut And Sew Apparel,2020-04-01,2020,4,68386755,1363407701
315220 Men's And Boys' Cut And Sew Apparel,2020-05-01,2020,5,78160300,863613542
315220 Men's And Boys' Cut And Sew Apparel,2020-06-01,2020,6,116263969,1311249698
315220 Men's And Boys' Cut And Sew Apparel,2020-07-01,2020,7,137482399,2088345447
315220 Men's And Boys' Cut And Sew Apparel,2020-08-01,2020,8,155820250,2451176072
315220 Men's And Boys' Cut And Sew Apparel,2020-09-01,2020,9,165410381,2515881469
315220 Men's And Boys' Cut And Sew Apparel,2020-10-01,2020,10,172599324,2618740621
315220 Men's And Boys' Cut And Sew Apparel,2020-11-01,2020,11,160225129,1978441876
315220 Men's And Boys' Cut And Sew Apparel,2020-12-01,2020,12,148931773,1805506338
315220 Men's And Boys' Cut And Sew Apparel,2021-01-01,2021,1,125025872,2020112419
315220 Men's And Boys' Cut And Sew Apparel,2021-02-01,2021,2,125961757,1966293409
315220 Men's And Boys' Cut And Sew Apparel,2021-03-01,2021,3,173882265,2392336979
315220 Men's And Boys' Cut And Sew Apparel,2021-04-01,2021,4,164673064,2132759937
315220 Men's And Boys' Cut And Sew Apparel,2021-05-01,2021,5,145823133,2428361916
315220 Men's And Boys' Cut And Sew Apparel,2021-06-01,2021,6,153433675,2467935496
315220 Men's And Boys' Cut And Sew Apparel,2021-07-01,2021,7,161484365,2754930439
315220 Men's And Boys' Cut And Sew Apparel,2021-08-01,2021,8,174894321,3138610927
315220 Men's And Boys' Cut And Sew Apparel,2021-09-01,2021,9,172761129,3188635966
315220 Men's And Boys' Cut And Sew Apparel,2021-10-01,2021,10,187883647,3310924107
315220 Men's And Boys' Cut And Sew Apparel,2021-11-01,2021,11,179505238,3002647777
315220 Men's And Boys' Cut And Sew Apparel,2021-12-01,2021,12,179760383,2918739308
315220 Men's And Boys' Cut And Sew Apparel,2022-01-01,2022,1,161961185,2829068498
315220 Men's And Boys' Cut And Sew Apparel,2022-02-01,2022,2,155958108,2879412649
315220 Men's And Boys' Cut And Sew Apparel,2022-03-01,2022,3,191610948,3639396275
315220 Men's And Boys' Cut And Sew Apparel,2022-04-01,2022,4,171291362,3190239482
315220 Men's And Boys' Cut And Sew Apparel,2022-05-01,2022,5,192993642,3504896848
315220 Men's And Boys' Cut And Sew Apparel,2022-06-01,2022,6,201108248,3633287011
315220 Men's And Boys' Cut And Sew Apparel,2022-07-01,2022,7,190596418,3900547738
315220 Men's And Boys' Cut And Sew Apparel,2022-08-01,2022,8,229692027,4249915825
315220 Men's And Boys' Cut And Sew Apparel,2022-09-01,2022,9,196591259,4109035993
315220 Men's And Boys' Cut And Sew Apparel,2022-10-01,2022,10,212824515,3650325362
315220 Men's And Boys' Cut And Sew Apparel,2022-11-01,2022,11,192208751,2871863697
315220 Men's And Boys' Cut And Sew Apparel,2022-12-01,2022,12,175927121,2857138283
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-01-01,2015,1,200880792,3819529403
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-02-01,2015,2,204425896,3657284703
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-03-01,2015,3,233010783,3973818147
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-04-01,2015,4,236454665,3391840687
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-05-01,2015,5,226044054,3314938734
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-06-01,2015,6,214268532,3944979708
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-07-01,2015,7,229636670,4657491560
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-08-01,2015,8,216850169,4839421206
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-09-01,2015,9,219511618,4389649937
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-10-01,2015,10,250093972,4224366437
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-11-01,2015,11,223409750,3441373237
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2015-12-01,2015,12,205522122,3485510029
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-01-01,2016,1,192669968,3865983023
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-02-01,2016,2,195681404,4203476158
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-03-01,2016,3,216278484,3171841517
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-04-01,2016,4,196530770,3285915006
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-05-01,2016,5,195141581,3384233689
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-06-01,2016,6,199489453,3707280326
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-07-01,2016,7,206348932,4278218485
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-08-01,2016,8,213003147,4548039460
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-09-01,2016,9,207724315,3961912475
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-10-01,2016,10,204719291,4034908534
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-11-01,2016,11,207588315,3351678961
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2016-12-01,2016,12,188006164,3278371797
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-01-01,2017,1,186342768,4206206023
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-02-01,2017,2,188680078,3520804164
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-03-01,2017,3,206203441,3371675265
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-04-01,2017,4,179322048,3303749642
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-05-01,2017,5,189816968,3413903233
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-06-01,2017,6,195401284,3616443159
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-07-01,2017,7,188847948,4289054082
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-08-01,2017,8,212006926,4439272352
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-09-01,2017,9,200984703,4001006143
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-10-01,2017,10,228415911,4158755572
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-11-01,2017,11,230319369,3481278281
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2017-12-01,2017,12,199859308,3096283520
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-01-01,2018,1,192081387,4050718871
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-02-01,2018,2,190328695,3786590321
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-03-01,2018,3,226920632,3095801034
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-04-01,2018,4,198401545,3369716854
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-05-01,2018,5,192773947,3396694670
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-06-01,2018,6,194876966,3510075978
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-07-01,2018,7,213051166,4325507087
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-08-01,2018,8,223887605,4365712623
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-09-01,2018,9,208712302,4143156098
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-10-01,2018,10,258751729,4522868821
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-11-01,2018,11,230403705,3238179610
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2018-12-01,2018,12,175106587,3262670566
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-01-01,2019,1,187518162,4309139620
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-02-01,2019,2,192141220,3767657176
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-03-01,2019,3,217834945,3273281987
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-04-01,2019,4,195621917,3391962672
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-05-01,2019,5,188799375,3500750244
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-06-01,2019,6,181474941,3615621479
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-07-01,2019,7,211915714,4609078304
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-08-01,2019,8,216971704,4341332265
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-09-01,2019,9,201849754,3955920056
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-10-01,2019,10,217889950,3776649415
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-11-01,2019,11,195539173,2840691135
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2019-12-01,2019,12,155519438,3046095873
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2020-01-01,2020,1,165977468,3798468251
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2020-02-01,2020,2,173681735,3281593959
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2020-03-01,2020,3,141465569,2842815345
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2020-04-01,2020,4,50313294,1871855548
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2020-05-01,2020,5,70624430,1464575453
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2020-06-01,2020,6,123708248,2167780228
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2020-07-01,2020,7,143217536,3218167906
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2020-08-01,2020,8,183825826,3412992157
"31524 Women's, Girls', And Infants' Cut And Sew Apparel",2020-09-01,2020,9,192253480,3441503271
